Unnamed: 0.1,Unnamed: 0,text,cluster,score,label
1665,1665,baik,2.0,5.0,Positif
1670,1670,sangat bantu baik aplikasi,2.0,5.0,Positif
1710,1710,tingkat layan baik,2.0,5.0,Positif
1715,1715,ribet baik aplikasi,2.0,1.0,Negatif
1729,1729,terima susah sulit nih mulu mudah masuk malah jgn gaji error dong bukan bener baik aja,2.0,1.0,Negatif
1743,1743,mudah gampang beri baik,2.0,5.0,Positif
1759,1759,suka kalo eror cek baik,2.0,2.0,Negatif
1761,1761,baik,2.0,5.0,Positif
1762,1762,baik,2.0,5.0,Positif
1768,1768,transaksi sangat baik,2.0,5.0,Positif
1771,1771,moga makin baik,2.0,5.0,Positif
1777,1777,sangat ramah layan coba bank baik,2.0,5.0,Positif
1786,1786,yang mbanking depan baik aplikasi,2.0,5.0,Positif
1793,1793,sangat baik,2.0,5.0,Positif
1810,1810,yang susah sangat salah pin masuk kantor kali kalau jauh jangan blokir baik,2.0,1.0,Negatif
1816,1816,sini selalu padahal operasi koneksi kata internet cukup baik aplikasi,2.0,1.0,Negatif
1830,1830,baik,2.0,4.0,Netral
1840,1840,makin baik alhamdulillah,2.0,5.0,Positif
1849,1849,sangat layan baik,2.0,5.0,Positif
1875,1875,parah jaring ganggu baik,2.0,1.0,Negatif
1917,1917,baik,2.0,5.0,Positif
1950,1950,baik,2.0,5.0,Positif
1977,1977,baik,2.0,5.0,Positif
2000,2000,baik,2.0,5.0,Positif
2004,2004,ujung transfer terang sedang nya moga gagal buat blokir baik aplikasi akun,2.0,1.0,Negatif
2024,2024,baik,2.0,5.0,Positif
2038,2038,baik apknya,2.0,1.0,Negatif
2074,2074,baik,2.0,5.0,Positif
2083,2083,sangat moga makin lebih hari baik,2.0,4.0,Netral
2093,2093,tidak kok eror baik,2.0,2.0,Negatif
2104,2104,update malah login baik,2.0,1.0,Negatif
2297,2297,baik,2.0,5.0,Positif
2320,2320,sangat nasabah bantu baik,2.0,5.0,Positif
2327,2327,layan baik,2.0,4.0,Netral
2337,2337,sangat baik,2.0,5.0,Positif
2357,2357,mungkin mohon laku baik,2.0,2.0,Negatif
2558,2558,sangat baik,2.0,5.0,Positif
2610,2610,sangat baik,2.0,5.0,Positif
2621,2621,tidak mohon langsung kok keluar bayar baik,2.0,3.0,Netral
2634,2634,salah mohon bnyak baik,2.0,1.0,Negatif
2673,2673,makin baik,2.0,5.0,Positif
2712,2712,temu semua sangat perlu parah pagi nasabah mohon mau maaf kok data benar banyak bantu baik aplikasi aktifasi ada,2.0,2.0,Negatif
2717,2717,tidak kok dong buka baik,2.0,2.0,Negatif
2727,2727,baik,2.0,5.0,Positif
2739,2739,baik,2.0,5.0,Positif
2754,2754,baik,2.0,5.0,Positif
2756,2756,baik,2.0,5.0,Positif
2764,2764,terus segera saldo mohon error cek baik aplikasi,2.0,4.0,Netral
2806,2806,baik,2.0,5.0,Positif
2838,2838,baik,2.0,2.0,Negatif
2855,2855,baik,2.0,3.0,Netral
2858,2858,smga lbh baik,2.0,5.0,Positif
