Unnamed: 0.1,Unnamed: 0,text,cluster,score,label
53,53,terima sim sedang pasang otp minta masuk langsung keluar kartu kantor kali hp diaktivasi datang coba cabang blokir baik apa aman akun aktivasi aja,3.0,1.0,Negatif
55,55,ulang selalu sekarang minta ku kasih kalo jelek buka bsb bintang banking banget aktivasi aja,3.0,1.0,Negatif
57,57,ulang tiba terang tahu suruh sama rek perangkat pakek padahal nomer masuk langsung kantor gilir gampang cuma blokir benar bank bagus apknya aktivasi,3.0,3.0,Netral
58,58,transfer susah online buat,3.0,1.0,Negatif
60,60,ulang sering sekali salah minta langsung blokir bikin banget aktivasi,3.0,1.0,Negatif
63,63,transaksi perlu otp canggih,3.0,5.0,Positif
64,64,melulu error,3.0,1.0,Negatif
65,65,ulang terlalu sering minta guna buat aktifasi,3.0,1.0,Negatif
67,67,tingkat oke,3.0,5.0,Positif
68,68,terus lancar,3.0,5.0,Positif
69,69,simcard login error deteksi android,3.0,5.0,Positif
70,70,transaksi token sumselbabel moga mobile listrik kelas depan daerah beli banking bank baik,3.0,5.0,Positif
72,72,tolong tiap servernya registrasi perhati mau masa login kali admin,3.0,2.0,Negatif
73,73,via ulang tidak terus terimakasih sinyal ribet rasa kalo jdi buat blokir bank banget aplikasi aktivasi aja,3.0,3.0,Netral
74,74,tidak selalu saldo pulsa pakai mau masuk error beli,3.0,2.0,Negatif
75,75,parah mantul,3.0,5.0,Positif
76,76,ulang gimana dekat cara bank apa aktivasi,3.0,5.0,Positif
77,77,ulang tidak suruh sekarang menu mbanking lapor kemaren jga jelas gak daftar buat baru aplikasi aktivasi,3.0,1.0,Negatif
80,80,ujung segala pakai otp nunggu muncul lelet lama kode jelek gak aplikasi,3.0,1.0,Negatif
81,81,transaksi susah suka malam kalau,3.0,2.0,Negatif
95,95,user simpel friendly,3.0,5.0,Positif
96,96,mantul luar biasa,3.0,5.0,Positif
97,97,yang tidak terus susah sumsel sekian ribet mau gagal dipake dari butuh bank babel aplikasi aktivasi,3.0,1.0,Negatif
98,98,untuk transaksi moga mobile lebih fasilitas banyak,3.0,5.0,Positif
99,99,ribet punya oke nomor mbankingnya,3.0,5.0,Positif
100,100,transaksi semenjak mudah makin fast bi ada,3.0,5.0,Positif
103,103,wallet top tidak tiap suka sistem sih selalu qris potong nunggu mau masa lama lah kena kembali jelas gagal dulu duit benerin banget apa aja,3.0,2.0,Negatif
104,104,tuju transaksi sering lihat koneksi hasil eror daftar baik,3.0,1.0,Negatif
105,105,ulang terang sering langsung koneksi kan hari gilir bener baik aneh aktivasi,3.0,1.0,Negatif
106,106,sistem sering salah paling malah kelas gak eror blokir banyak aman,3.0,1.0,Negatif
107,107,sering ngak maksimal layan kena jangan dikit blokir banget,3.0,3.0,Netral
108,108,keluar kartu kalau ganti gak blokir baik bagus,3.0,3.0,Netral
110,110,uang transfer mudah lebih,3.0,5.0,Positif
111,111,oke,3.0,5.0,Positif
116,116,sering eror cuma bagus,3.0,5.0,Positif
118,118,sering masalah,3.0,1.0,Negatif
122,122,via untung terimakasih telpon tarik sering ribet ramah praktis otp mudah mbanking masalah lihat lebih keren kelas fitur dong center call blokir aplikasi,3.0,5.0,Positif
123,123,satu ganggu dulu,3.0,1.0,Negatif
126,126,udah tapi perlu padahal mudah mana lancar lagi kurang internet ganggu deh bsb besar baik aplikasi aja,3.0,1.0,Negatif
128,128,update udah ubah tambah saldo qris potong parah nyata kata gagal banyak,3.0,1.0,Negatif
129,129,transaksi saldo pulsa potong mau masuk laku kirim kalau bukti beli bayar,3.0,4.0,Netral
132,132,susah stabil sinyal masuk kok kata jaring gak bagus,3.0,3.0,Netral
137,137,sering eror,3.0,1.0,Negatif
138,138,oke,3.0,5.0,Positif
139,139,mulu eror,3.0,1.0,Negatif
140,140,ulang terus ribet mau masa mana dulu bank aktivasi,3.0,1.0,Negatif
141,141,waktu uang transfer tidak tapi saldo ribu masuk kurang ku eror,3.0,1.0,Negatif
142,142,ulang satu padahal minggu mbanking masa lama lalu buat baru aktivasi,3.0,1.0,Negatif
143,143,terus selalu minta aktivasi,3.0,4.0,Netral
144,144,terus sumsel sudah sendiri saldo pulsa masuk lewat lah kurang kok isi gin eror blokir banking bangking bakal baik atmnya,3.0,1.0,Negatif
146,146,transfer tapi prose pake nunggu mau malah layan lama krna kerja kalau hr gaji debit buruk babel atm,3.0,1.0,Negatif
147,147,usah transaksi sering salah pikir perangkat pegawai narik minggu mau makan lihat lagi kasih kalo kalau jelas jam jalan ini gaji butuh buka bsb blokir bank banget ayo aplikasi apa ambil aku,3.0,1.0,Negatif
148,148,yang via suka ribet pergi orang online lain kayak jadi gak donk coba buat blokir banking bank aktivasi,3.0,3.0,Netral
149,149,transaksi malam hari gagal,3.0,1.0,Negatif
151,151,sukses selalu moga,3.0,5.0,Positif
152,152,yang tidak sumsel sama saldo pemberitahuan padahal pa muas mobile masuk lepas kurang kartu kali hp dong daftar banking baik babel atau akun aktivasi,3.0,1.0,Negatif
158,158,wifi transaksi tiap sumsel sm signal sekali sayang sama ribet percuma pake otp kan jelek jadi gak dipake depan daerah coba buka banyak banking baik bahkan,3.0,1.0,Negatif
162,162,tim tiba sumsel sistem sinyal sih sekali saldo mudah mau masa login lah gara dulu cek blokir benerin bank babel aplikasi akun,3.0,1.0,Negatif
164,164,transaksi mana lancar kapan,3.0,5.0,Positif
166,166,sm pa otp masukin malah langsung kode blokir,3.0,3.0,Netral
169,169,ngak listrik bayar,3.0,3.0,Netral
171,171,transaksi top sumsel pulsa pay memang isi go bantu bank babel aplikasi,3.0,5.0,Positif
172,172,skrng mudah lebih fast bi ada,3.0,5.0,Positif
174,174,yang uang transfer suruh sumsel sangat saldo potong pihak pertama nunggu malah kerja kembali kecewa kali jujur jadi hari guna gagal fast bi baru bank babel,3.0,1.0,Negatif
177,177,tidak tanya tadi sudah saldo pulsa pesan nomor masuk malah lewat kurang kak gimana erorr email dong beli bangking baik baca,3.0,2.0,Negatif
181,181,lancar jauh jalan,3.0,5.0,Positif
187,187,transaksi gua bank,3.0,5.0,Positif
194,194,oke,3.0,5.0,Positif
196,196,mantab bsb,3.0,5.0,Positif
202,202,udah tiba suruh sekian ribet mudah malah kode kali jadi isi bukan bolak blokir bank balik aktivasi,3.0,1.0,Negatif
203,203,sumsel sekali sangat palembang ku bank aman,3.0,5.0,Positif
206,206,tidak terus sumsel soal pake padahal mbanking login kemarin hp gak dekat cuman cabang buka blokir bank babel aplikasi aneh aman aja,3.0,1.0,Negatif
207,207,uang tulis terus tabung sering sekali sangat sama rugi ribu pulsa potong nyata nasabah masuk malah lewat layan kok kali kalau jadi hilang gagal eror coba biaya beli aplikasi admin,3.0,1.0,Negatif
208,208,ulang tidak terang sedia pacak pa muncul minta malah log lah hari gara blokir baru bank aktivasi,3.0,1.0,Negatif
209,209,untuk tinggal terus sudah sangat sama minta masa lain kode jauh bank babel aplikasi aktivasinya aktivasi,3.0,1.0,Negatif
210,210,update ulang tidak samsung perangkat padahal nali muncul min ingat hp ganti buat bolak blokir bank balik baik akun aktivasi,3.0,4.0,Netral
213,213,lengkap fitur,3.0,5.0,Positif
214,214,ulang tiap sangat otomatis mau login kalo kali buruk blokir bank aktivasi,3.0,1.0,Negatif
215,215,sumsel mobile minta masuk gak aktivasinya,3.0,5.0,Positif
217,217,yang user ulang transfer tampil susah silah sangat pa notifikasi muncul mudah menu mau malah mahal login lihat langsung jelek buruk buka blokir biaya bank aplikasi antar aktivitas aktivasi admin,3.0,1.0,Negatif
219,219,sulit mohon masuk bantu akun,3.0,5.0,Positif
220,220,tidak terus terlalu suka sudah soal ribet otp org moga lelet lebih lagi kembang kasih kalau banyak baik aplikasi,3.0,3.0,Netral
224,224,terus eror,3.0,1.0,Negatif
225,225,sering kenapa eror,3.0,3.0,Netral
226,226,terus susah semua sangat perangkat padahal nali minta mau malah kali data buka benar aplikasi aktivasi,3.0,1.0,Negatif
227,227,yang saldo pulsa malah kurang beli aplikasi,3.0,1.0,Negatif
228,228,ulang transfer susah sm ribet otp mau masuk kode kali gak emosi aja ada,3.0,3.0,Netral
229,229,ulang terus capek aktivasi,3.0,1.0,Negatif
230,230,wifi transfer terus perintah padahal memang koneksi kelas jadi internet guna gagal cek buat banget aplikasi ala,3.0,1.0,Negatif
233,233,tingkat sering sangat perlu layan kurang eror banking,3.0,1.0,Negatif
234,234,tunai tarik moga kartu fitur,3.0,5.0,Positif
237,237,tiap tau sumsel sekarang pindah padahal mudah minggu mesti masa gak buka blokir bank banget baik,3.0,1.0,Negatif
238,238,tak maksimal layan,3.0,1.0,Negatif
239,239,pakai login betul bank,3.0,3.0,Netral
241,241,udah pake masa mana login jauh jam iya id guna gak butuh bulan bolak bikin baru bank balik,3.0,2.0,Negatif
242,242,tulis tabung susah sih sedia punya pertama pakai mau lah keluar kali gimana gampang gak daftar buku baru bank banget atm aplikasi aktivasi aja,3.0,1.0,Negatif
243,243,tuh transfer sih rugi ribet pilih mulu mau loading lalu kalau hapus fast bikin bi bank aj,3.0,1.0,Negatif
244,244,ulang udah terus sendiri malah keluar gabisa dikit blokir anehh ampun aktif,3.0,1.0,Negatif
248,248,terus susah skrg pa masuk malah kata kali gak buat bsa blokir apa,3.0,3.0,Netral
249,249,susah repot pakai mudah mbanking mahal kerja karna kalau guna gak dah buruk bukan blokir bikin biaya banget aplikasi ala admin,3.0,1.0,Negatif
250,250,transfer terus sumpah sulit segala pesan mau eror apa aja,3.0,1.0,Negatif
251,251,terus susah minta gagal aktivasi aja,3.0,1.0,Negatif
252,252,bsb,3.0,5.0,Positif
253,253,transfer susah rekening minta mau baru ampun aja,3.0,1.0,Negatif
256,256,voucher transaksi tak tahu sm sekali sama saldo rasa pulsa potong pergi notif masuk makin laku kurang jadi gagal eror cek bsb bobrok beli apa,3.0,1.0,Negatif
257,257,ulang sumselbabel sini sekarang sangat online mungkin mudah mbanking laku kendala karna kantor jauh harap blokir bank aktivasi,3.0,2.0,Negatif
258,258,smga,3.0,5.0,Positif
259,259,sulit guna,3.0,1.0,Negatif
260,260,wallet transfer top simpel rekening online mudah moga min lengkap lebih gratis fitur buka bagus aplikasi,3.0,5.0,Positif
262,262,yang wa uninstal sumsel sering mungkin masuk maaf bank babel aplikasi,3.0,5.0,Positif
263,263,ulang tidak tetap terus selalu mintak laku kesal bikin aktivasi,3.0,1.0,Negatif
264,264,selalu sedia ribet kendala aktivasi,3.0,1.0,Negatif
265,265,berat,3.0,1.0,Negatif
266,266,ulang tapi sumsel sedia minta lah kata banking baik ayo aktivasi,3.0,1.0,Negatif
267,267,suruh pa mbanking mau ingat buka aktivasi,3.0,1.0,Negatif
268,268,yang urus udah uang tunai transaksi tidak terus tarik sering sama saldo repot qris pake maupun lapor kurang kualitas keluar kantor jauh guna error dlu bnyk bank banget baik,3.0,1.0,Negatif
269,269,yang untuk transfer sy sudah rek mau masuk kecewa gaji bank apa,3.0,1.0,Negatif
270,270,sumsel sama nih kesel,3.0,1.0,Negatif
272,272,sih saldo padahal kok kek gin gak apknya,3.0,2.0,Negatif
273,273,ulang sumsel suka selalu sangat repot minta luar kesel kendala butuh aktivasi,3.0,2.0,Negatif
274,274,ulang transaksi tidak tetep tapi sy sulit sudah sm slalu selalu sekarang pake padahal pa ny nomor msh mohon mnta masuk lewat krn kok kode kenapa kemaren kecewa kartu jg jd hp gaji dulu daftar coba buat bsb bener bantu bank app aplikasi aktivasi,3.0,2.0,Negatif
275,275,mbankingnya mbanking kualitas cuma buruk bank,3.0,1.0,Negatif
276,276,terus sekali penting pdahal,3.0,1.0,Negatif
278,278,yang top sudah saldo rugi potong mobile masuk malah lewat gak dong dana bsb benar aplikasi aja,3.0,1.0,Negatif
280,280,ulang udah suruh password pa mau login gimana benar aktivasi,3.0,1.0,Negatif
281,281,suka eror,3.0,2.0,Negatif
282,282,jelek,3.0,5.0,Positif
283,283,bug,3.0,1.0,Negatif
284,284,sekarang fitur fast canggih bsb bi best,3.0,5.0,Positif
285,285,sumsel babel,3.0,5.0,Positif
286,286,bos,3.0,5.0,Positif
287,287,aktivasi,3.0,1.0,Negatif
288,288,susah mau banget aktivasi,3.0,1.0,Negatif
289,289,transfer saldo saat potong malah liat kembali jadi eror bukti atm,3.0,1.0,Negatif
291,291,rek registrasi pa nomor mau daftar,3.0,1.0,Negatif
292,292,tidak ribet malah login ganti buat,3.0,1.0,Negatif
293,293,mudah lancar ak,3.0,5.0,Positif
294,294,uang tidak tiba tabung susah sistem server sering pernah paling mbanking masalah mana layan kesal jelek jadi hubung ganggu error bikin beres banyak banget,3.0,1.0,Negatif
295,295,transaksi terus sering saldo pulsa potong padahal masuk laku jaring jadi isi eror aman,3.0,2.0,Negatif
296,296,transaksi terus error beli,3.0,1.0,Negatif
297,297,yang user urus ulang transaksi tidak sy suruh stabil sinyal selesai sama rekening pernah perangkat pake padahal minggu mau masuk lama laku kemudian kemarin kali kalau jelek jaring guna gaji bukan blokir blm benar beda bank aktivasi,3.0,1.0,Negatif
298,298,waktu ulang ujung sekali sayang sangat saldo padahal malah guna error cek butuh banyak aktivasi,3.0,1.0,Negatif
299,299,waktu ulang terus sering satu rumah mau mandiri mana makan kalau jangan jam gak dong bulan bank aktivasi,3.0,1.0,Negatif
301,301,sering male jadi error,3.0,1.0,Negatif
302,302,sudah solusi pernah otp nomor hari gimana gak,3.0,4.0,Netral
303,303,selalu blokir aktivasi,3.0,1.0,Negatif
304,304,untuk tidak sih pln masa bayar aja,3.0,3.0,Netral
305,305,transaksi tidak tetap solusi sini sering sekali segera saldo rugi rasa potong nasabah kembali kali kalau jangan jadi gagal error biaya berapa baik admin,3.0,1.0,Negatif
307,307,wallet transfer top sumsel rekening palembang mudah moga gratis cepat buka bank bagus babel aplikasi akhir,3.0,5.0,Positif
308,308,ulang temu solusi nih muncul minta min mau malah login jadi gimana diaktivasi data aktivasi,3.0,1.0,Negatif
310,310,susah suruh sekali sedia orang mulu mudah mobile mau malah kali gimana gak bukan baru bank app aktivasi,3.0,1.0,Negatif
312,312,ulang ribet minta mandiri jalan bulan beda banget atm aktivasi,3.0,2.0,Negatif
313,313,ulang sim sering mohon lepas kartu blokir baik akun aktivasi,3.0,2.0,Negatif
314,314,via user update ulang tidak tapi repot perangkat parah pake padahal pa online nama nali mobile minta mau mana malah layan lama kata kantor jg jadi hp gara eh cabang bukan buka bsb blokir bikin aktivasi,3.0,1.0,Negatif
317,317,yang tetep tapi selalu mudah minta mesti malah gagal buruk bukan bolak bank balik aplikasi aktivasi,3.0,1.0,Negatif
319,319,tiba temu suruh sudah repot logout data bikin akun aktifasi aktif aja,3.0,1.0,Negatif
320,320,terlalu skrng sering msh kali ganggu eror,3.0,2.0,Negatif
322,322,sumsel suka sekali babel,3.0,5.0,Positif
323,323,transfer tolong sumsel sistem repot pagi nasabah masuk jgn jg gimana dengan buat bank baik,3.0,1.0,Negatif
324,324,ulang sering selalu sekali sandi salah pernah padahal minta masuk kata id buka aktivasi,3.0,1.0,Negatif
326,326,yang usah udah transaksi saran pertama pake otp nunggu mending masuk lama kode kali kalau gak bukan banget aja,3.0,1.0,Negatif
327,327,layan cabang baru bagus,3.0,5.0,Positif
328,328,terus sudah sering sendiri selesai salah pdhal password mulai mana lama kantor kalo ganti cabang bru banget antri aktivasi,3.0,2.0,Negatif
330,330,yang ribet jam,3.0,1.0,Negatif
331,331,nomor mau lepas kartu hp blokir app akun aja,3.0,1.0,Negatif
332,332,transfer tidak terang segala pernah pake otp nunggu mau mana lama email dulu bank banget antar,3.0,1.0,Negatif
335,335,transfer tpi tidak tau sekarang sedot saldo pikir pa mau jadi gopay eror eh bsb bakal aneh aku,3.0,1.0,Negatif
337,337,ribet lancar,3.0,4.0,Netral
338,338,suka kasih kalau bintang baik aku,3.0,4.0,Netral
339,339,voucher transaksi tambah sih saldo pulsa mesti masuk kurang kalo jangan isi gimana eror aplikasi,3.0,1.0,Negatif
340,340,tidak terus masalah kemarin bug,3.0,1.0,Negatif
341,341,update untuk tulis transaksi tidak tapi sy suruh sudah sering selalu sangat saldo pesan pdhal mutu muas mohon mobile maaf layan lapor lanjut laku krn kenapa kasih ikut gagal debet data daerah bukti buka bsb blokir bintang belum bank bahkan aplikasi alami aktivasi akhir,3.0,1.0,Negatif
342,342,ulang lebih aman,3.0,5.0,Positif
343,343,transaksi top status sekarang saldo qris potong gopay gagal,3.0,1.0,Negatif
344,344,waktu transaksi sedot saldo pulsa pake mobile minggu lama kembali kalo kali dana center call buruk berapa banking banget,3.0,1.0,Negatif
347,347,tulis saldo malam eror buka,3.0,3.0,Netral
350,350,yang top terimakasih sumsel selalu pilih perlu otomatis nasabah maju kan dulu banyak bank bangking bagus,3.0,5.0,Positif
351,351,paling lot bank,3.0,1.0,Negatif
353,353,update tidak sedia rekening nomor msh mau lgi layan lama lagi kali kalau cuman call bolak blum baru bank balik baik baharu aktivasi,3.0,1.0,Negatif
354,354,tambah menu,3.0,5.0,Positif
357,357,sama mau aktivasi,3.0,1.0,Negatif
359,359,yang transaksi terimakasih sering mudah lupa kartu karna buat atm aku,3.0,5.0,Positif
361,361,sumselbabel saldo qris potong pakai kerja kembali jt ini hati gagal dana cepat blm balik aja,3.0,1.0,Negatif
362,362,tidak ribet pakai padahal nomor minta mau malah login hp hari guna doang deteksi cuman bukak berapa aplikasi aktivasi aktif aja,3.0,1.0,Negatif
363,363,yang tidak terus solusi sinyal sim sendiri ribet kayak kartu internet hilang gimana gara dulu dong dari cuma buka blokir biar bank banget,3.0,2.0,Negatif
364,364,ulang tiba tetap terus terlalu terima terang temu tanya tanggung sedia ribet rekening nomor mobile masuk kasih kartu kantor jawab jangan guna fasilitas dong data bsb apa aktivasi,3.0,1.0,Negatif
366,366,suka,3.0,5.0,Positif
367,367,solusi ribet mau kartu kalo hp coba buat bolak bank balik atau,3.0,1.0,Negatif
368,368,tempat sumsel sampah sama rata nasabah masalah login lalu kartu jangan jadi ikut ganti buang bank babel atm atau ambil aktipasi,3.0,5.0,Positif
369,369,selesai salah password minta masuk mana malah kerja keluar jadi ingat id dekat blokir benar aktipasi,3.0,1.0,Negatif
370,370,yang versi uang rekening pemberitahuan pakai nama masuk lengkap kirim bos,3.0,4.0,Netral
371,371,buka,3.0,1.0,Negatif
372,372,ulang sedia parah pa malah login gak aktivasi,3.0,3.0,Netral
374,374,oke,3.0,5.0,Positif
375,375,rumah aman,3.0,5.0,Positif
377,377,selalu hati bsb,3.0,5.0,Positif
383,383,tidak buka,3.0,1.0,Negatif
388,388,transaksi suka mudah mau banget,3.0,5.0,Positif
394,394,transfer transaksi semua sekarang qris mudah lalu laku era digital bayar banyak,3.0,5.0,Positif
395,395,yang tinggal tiap tahun selesai satu sangat salah qris mudah mobile langsung laku guna daerah cepat banyak banking bank baik aman,3.0,5.0,Positif
397,397,update udah makin fasilitas banyak,3.0,5.0,Positif
398,398,ujung tingkat terus teblokir selalu ny nak mutu banking aktivasi,3.0,1.0,Negatif
404,404,keren,3.0,5.0,Positif
410,410,keren,3.0,5.0,Positif
413,413,bsb,3.0,5.0,Positif
417,417,ulang ujung sulit sekali sama salah padahal mudah minta malah login bukan bolak blokir bank balik aktivasi,3.0,1.0,Negatif
419,419,ulang rumah ribet paling mau masalah kalau jauh hp gak dulu bsb belah bank aplikasi apa aktivasi aja,3.0,3.0,Netral
428,428,ulang suruh salah password banget aktivasi,3.0,1.0,Negatif
430,430,transaksi terlalu sering saldo rugi pulsa parah nominal kembali jadi isi gagal butuh bug biaya banyak baik aplikasi admin,3.0,1.0,Negatif
431,431,update sering sendiri kualitas blokir baik akun,3.0,1.0,Negatif
433,433,token sedia pln moga listrik beli bayar,3.0,4.0,Netral
434,434,yang tidak terus pa mnta mau masukin lgi kena kartu gak cuma buka buat blokir bagus aplikasiny aplikasi aktivasi,3.0,1.0,Negatif
435,435,yang sumselbabel status selalu samsung mohon mbanking masuk hp blokir bantu aplikasi alami,3.0,2.0,Negatif
436,436,transaksi tidak terang sistem saldo pulsa potong nyata mau jdi isi error email dong cek baik,3.0,1.0,Negatif
438,438,transfer manfaat,3.0,5.0,Positif
443,443,udah sih ribet registrasi padahal otp nomor mau masuk kode kali gimana gak coba buruk banget aktif,3.0,1.0,Negatif
444,444,terus minta mesti bank aktivasi,3.0,1.0,Negatif
448,448,saldo mudah cek,3.0,5.0,Positif
473,473,mutu bsb,3.0,5.0,Positif
480,480,mobile buat bsb best banking baik aman,3.0,5.0,Positif
484,484,best,3.0,5.0,Positif
487,487,update terus saing percaya mobile kembang banking aman,3.0,5.0,Positif
491,491,tingkat terus tambah ribet nya kendala fitur bagus,3.0,5.0,Positif
493,493,sumsel makin kembang jaya bank babel,3.0,5.0,Positif
511,511,semua satu perban fasilitas,3.0,5.0,Positif
514,514,keren deh banget bagus,3.0,5.0,Positif
519,519,bsb best,3.0,5.0,Positif
531,531,waktu transaksi sumselbabel ribet nasabah mudah mobile laku habis banyak banking bank antri,3.0,5.0,Positif
534,534,sumsel makin maju kembang bank babel,3.0,5.0,Positif
535,535,punya oke fitur baik aman,3.0,5.0,Positif
539,539,ku bos,3.0,5.0,Positif
545,545,transaksi terimakasih sumsel selalu percaya mudah moga lebih jaya bank aman,3.0,5.0,Positif
546,546,praktis pake mobile makin lebih laku kapan dlm bsb bayar banking abis,3.0,5.0,Positif
551,551,oke banget,3.0,5.0,Positif
553,553,transaksi terima sumsel mudah mobile lalu kasih bsb banking bank babel,3.0,5.0,Positif
565,565,makin depan bsb,3.0,5.0,Positif
576,576,transaksi terima sumsel sekarang satu mudah lebih kasih bank babel,3.0,5.0,Positif
579,579,transaksi terima sumsel mobile lalu kasih beri banking bank babel,3.0,5.0,Positif
580,580,lengkap fiturnya,3.0,5.0,Positif
586,586,untuk transaksi sering sangat pake manfaat layan gopay cepat beli bankingnya bank babel atas,3.0,5.0,Positif
587,587,transaksi hari butuh apa,3.0,5.0,Positif
589,589,tingkat tidak terus skrg mobile lot bsb,3.0,5.0,Positif
590,590,susah minta ampun aktivasi,3.0,1.0,Negatif
595,595,yang transfer transaksi topup top terima tagih sumsel sangat sama qris pilih pakai otp lagi kasih gopay bsb bayar banyak bantu bank babel apa aman,3.0,5.0,Positif
597,597,ulang suruh selesai malah luar gilir blokir biasa aktivasi,3.0,1.0,Negatif
598,598,manfaat guna,3.0,5.0,Positif
612,612,tetap terus moga,3.0,5.0,Positif
627,627,keren banget,3.0,5.0,Positif
633,633,terus,3.0,5.0,Positif
636,636,solusi perban mudah,3.0,5.0,Positif
643,643,mobile bsb,3.0,5.0,Positif
646,646,luar,3.0,5.0,Positif
649,649,pacak bsb,3.0,5.0,Positif
650,650,sumsel moga makin jaya buat bank babel,3.0,5.0,Positif
651,651,update terus tambah selalu punya oke fitur depan baru aplikasi,3.0,5.0,Positif
655,655,oke memang mbanking bsb banget,3.0,5.0,Positif
657,657,super sumselbabel praktis oke lh keren jam gila dipake bank banget,3.0,5.0,Positif
663,663,ulang udah terus suruh rasa malu malah maju lama fiturnya bukak bsb blokir bank banget baik aplikasi akun aku aktivasi,3.0,1.0,Negatif
667,667,mobile bsb best banking,3.0,5.0,Positif
671,671,saldo mutasi cek,3.0,5.0,Positif
694,694,yang tagih sumsel sekali praktis paling pake oke nian mudah mbanking masuk lancar lah jam gaji enak cek biso bayar,3.0,5.0,Positif
695,695,suka sekali pakai banking,3.0,5.0,Positif
698,698,transaksi top terus tambah sudah qris pay mudah moga makin kapan kan go canggih bayar,3.0,5.0,Positif
702,702,mobile keren bsb,3.0,5.0,Positif
703,703,layan digital daerah bank,3.0,5.0,Positif
715,715,sekarang pernah mobile kendala guna awal,3.0,5.0,Positif
721,721,user pin otp friendly aman,3.0,5.0,Positif
725,725,udah suruh sering sedia mudah mau malah login layan kalo gin dulu bukan banyak banking bank baik aplikasi aktivasi,3.0,1.0,Negatif
731,731,udah temu sumsel semua mau malah laku lah data buka blokir bilang bener baru baik aplikasi aktivasi,3.0,1.0,Negatif
733,733,waktu user update ujung tiap panjang ny lah bulan blokir bank aktivasi aja,3.0,1.0,Negatif
734,734,ulang padahal gak dikit apa aktivasi,3.0,1.0,Negatif
735,735,ulang gagal aktivasi,3.0,1.0,Negatif
736,736,terlalu susah login kesel bug bikin bener banyak aja,3.0,1.0,Negatif
737,737,transaksi tabung masuk lambat kadang jadi gak dulu buku baik atm aktifasi,3.0,5.0,Positif
