Unnamed: 0.1,Unnamed: 0,text,cluster,score,label
190,190,transaksi terima sumsel mudah kasih bank babel,1.0,5.0,Positif
193,193,sangat mudah muas guna,1.0,5.0,Positif
195,195,sangat mudah muas mantab guna bsb,1.0,5.0,Positif
197,197,transaksi sangat mudah muas lebih laku,1.0,5.0,Positif
198,198,bagus,1.0,5.0,Positif
199,199,untuk transaksi sangat mudah bagus,1.0,5.0,Positif
200,200,transaksi mudah,1.0,5.0,Positif
205,205,bagus,1.0,5.0,Positif
216,216,sangat buruk,1.0,1.0,Negatif
246,246,mantap,1.0,5.0,Positif
247,247,good,1.0,5.0,Positif
306,306,sangat muas,1.0,5.0,Positif
309,309,transfer transaksi terimakasih semua sangat lancar gopay bsb bantu,1.0,5.0,Positif
311,311,mantap,1.0,5.0,Positif
333,333,sangat puas,1.0,5.0,Positif
334,334,good,1.0,5.0,Positif
346,346,sangat bantu,1.0,5.0,Positif
358,358,good,1.0,5.0,Positif
378,378,sangat bantu,1.0,5.0,Positif
379,379,transaksi sangat mudah mobile fitur bsb baru banyak bantu,1.0,5.0,Positif
380,380,mantap betul,1.0,5.0,Positif
382,382,transaksi sangat pasu otp orang minim bantu aplikasi aman,1.0,5.0,Positif
384,384,yang utama transfer top sangat pulsa isi bantu banget aplikasi,1.0,5.0,Positif
386,386,sangat bantu,1.0,5.0,Positif
387,387,untuk transaksi sangat perban bantu,1.0,5.0,Positif
389,389,transaksi sangat mudah bantu,1.0,5.0,Positif
393,393,yang untk transaksi terimakasih sumsel simple sangat paham mudah muda mobile era ber bantu bank baik babel aplikasi,1.0,5.0,Positif
396,396,transaksi sangat laku guna,1.0,5.0,Positif
399,399,sangat bantu,1.0,5.0,Positif
400,400,transaksi perban mudah laku,1.0,5.0,Positif
401,401,transaksi sangat bantu aplikasi,1.0,5.0,Positif
402,402,transaksi butuh bantu aplikasi,1.0,5.0,Positif
403,403,transaksi sangat bantu,1.0,5.0,Positif
406,406,transaksi mobile bsb ada,1.0,5.0,Positif
407,407,transaksi sangat saldo rasa online mudah mbanking lambat laku lain kadang guna ganggu fitur buat beri bata baru bantu bank aplikasi aman alam,1.0,5.0,Positif
408,408,transaksi sangat mudah,1.0,5.0,Positif
411,411,transaksi perban mudah luar lebih jam,1.0,5.0,Positif
416,416,transaksi mudah mobile lebih jadi banking atm ada,1.0,5.0,Positif
418,418,transaksi mudah keren,1.0,5.0,Positif
420,420,yang sangat pulsa nominal mudah beli,1.0,3.0,Netral
423,423,mudah bagus,1.0,5.0,Positif
424,424,transaksi simple sangat lebih jadi bantu bagai aplikasi,1.0,5.0,Positif
425,425,simple mudah guna,1.0,5.0,Positif
426,426,mantap,1.0,5.0,Positif
427,427,sangat bantu,1.0,5.0,Positif
429,429,transaksi simple sangat ribet perlu manfaat bantu atm aplikasi,1.0,5.0,Positif
437,437,sangat muas,1.0,5.0,Positif
439,439,yang sangat bantu aplikasi aman,1.0,5.0,Positif
441,441,transaksi mudah,1.0,5.0,Positif
442,442,sangat kerja hari bantu,1.0,5.0,Positif
445,445,sangat perban layan bantu aplikasi,1.0,5.0,Positif
447,447,transaksi sangat bantu,1.0,5.0,Positif
450,450,transaksi tingkat sama mudah dlm bsb bantu bank,1.0,5.0,Positif
451,451,transaksi tinggal sangat mudah kota jauh,1.0,5.0,Positif
453,453,uang sangat bantu aplikasi,1.0,5.0,Positif
455,455,transaksi mudah kapan bagus aplikasi,1.0,5.0,Positif
457,457,transaksi sangat bsb bantu,1.0,5.0,Positif
458,458,transaksi mana,1.0,5.0,Positif
459,459,terus sumsel sangat mantap kembang bantu bank babel aplikasi,1.0,5.0,Positif
460,460,transaksi sangat mudah aplikasi aman,1.0,5.0,Positif
461,461,transaksi mudah era,1.0,5.0,Positif
462,462,transaksi tidak susah sangat rumah repot perlu payah maupun mantap layan keluar digital cepat bsb ber bantu banking atm,1.0,5.0,Positif
463,463,sekali bantu,1.0,5.0,Positif
464,464,transaksi sangat hari bantu,1.0,5.0,Positif
468,468,transaksi mudah,1.0,5.0,Positif
469,469,transaksi terimakasih sumsel sangat mudah mana kapan guna bank babel aplikasi,1.0,5.0,Positif
470,470,mantap,1.0,5.0,Positif
474,474,transaksi sangat online bantu,1.0,5.0,Positif
475,475,uang sangat bantu alhamdulillah aktivitas,1.0,5.0,Positif
476,476,sangat cepat bantu aman,1.0,5.0,Positif
477,477,waktu untuk transaksi simpel sangat ribet perlu gak dengan bantu atm aplikasi ada,1.0,5.0,Positif
481,481,transaksi cepat aman,1.0,5.0,Positif
483,483,transaksi senang sangat prose mobile mau lalu cepat bsb bantu banking aplikasi apa aman aja ada,1.0,5.0,Positif
485,485,tunai sangat mudah muas layan,1.0,5.0,Positif
486,486,transaksi mudah mobile mantap bsb,1.0,5.0,Positif
488,488,transaksi sangat bantu,1.0,5.0,Positif
489,489,mantap,1.0,5.0,Positif
490,490,mantap,1.0,5.0,Positif
492,492,sangat puas,1.0,5.0,Positif
495,495,transaksi sangat online mudah bantu,1.0,5.0,Positif
496,496,mantap,1.0,5.0,Positif
497,497,transaksi sangat online mudah laku bantu,1.0,5.0,Positif
498,498,transaksi selalu sangat mudah mantap jaya bsb,1.0,5.0,Positif
499,499,transaksi terus sumsel ribet mudah maju bank bagus babel,1.0,5.0,Positif
501,501,transaksi segala sangat bantu aplikasi,1.0,5.0,Positif
502,502,transaksi sumsel sangat repot perlu mbanking kapan dekat bantu bank babel,1.0,5.0,Positif
503,503,transaksi terima semenjak sangat kasih bsb bantu aplikasi,1.0,5.0,Positif
504,504,yang transaksi sistem sangat punya online mudah baik bagus aplikasi aman,1.0,5.0,Positif
505,505,transaksi cepat aman,1.0,5.0,Positif
507,507,transaksi terimakasih mudah bsb,1.0,5.0,Positif
508,508,mudah guna,1.0,5.0,Positif
509,509,transaksi sangat mudah kan bantu,1.0,5.0,Positif
510,510,transaksi prose mudah mantap cepat,1.0,5.0,Positif
512,512,mantap,1.0,5.0,Positif
515,515,transaksi sangat online laku dlm bantu,1.0,5.0,Positif
516,516,transaksi mantap mana kapan bantu,1.0,5.0,Positif
518,518,simple mudah guna,1.0,5.0,Positif
520,520,yang transaksi sangat otp org mantap guna aman ak,1.0,5.0,Positif
521,521,transaksi mudah lebih,1.0,5.0,Positif
522,522,transaksi sangat praktis mudah hari guna,1.0,5.0,Positif
526,526,transaksi sangat mudah hari cepat,1.0,5.0,Positif
527,527,pay mantap isi go,1.0,5.0,Positif
528,528,transaksi mudah bagus aplikasi,1.0,5.0,Positif
530,530,sangat libur bantu,1.0,5.0,Positif
532,532,transaksi mudah mobile lebih bsb,1.0,5.0,Positif
533,533,transaksi sangat bantu,1.0,5.0,Positif
536,536,uang transaksi sangat mudah laku,1.0,5.0,Positif
538,538,transaksi sangat mana digital bantu ada,1.0,5.0,Positif
540,540,bagus appnya,1.0,5.0,Positif
542,542,yang sistem mudah cepat bantu,1.0,5.0,Positif
548,548,transaksi mudah mobile mana bsb banking ada,1.0,5.0,Positif
549,549,transaksi terus sumselbabel sukses sangat mobile mantap bantu bank,1.0,5.0,Positif
550,550,transaksi sangat bantu,1.0,5.0,Positif
552,552,mudah mobile bsb banking,1.0,5.0,Positif
555,555,sangat bantu,1.0,5.0,Positif
556,556,transfer sangat saldo ribet ngecek fiturnya buat bantu bank baik atm aplikasi,1.0,5.0,Positif
557,557,sangat bantu,1.0,5.0,Positif
558,558,transaksi semua perban mudah mobile lebih jadi bsb,1.0,5.0,Positif
559,559,transaksi sangat mudah dlm bantu,1.0,5.0,Positif
560,560,transaksi sangat laku bantu,1.0,5.0,Positif
561,561,sangat mobile manfaat dukung bsb banking aktifitas,1.0,5.0,Positif
562,562,sangat sandi lupa bikin baru bantu bank balik bagus aplikasi,1.0,5.0,Positif
563,563,uang sangat masuk lihat lebih buat bayar bantu baik,1.0,5.0,Positif
564,564,transaksi sangat nya mudah lengkap fitur aplikasi,1.0,5.0,Positif
566,566,mantap,1.0,5.0,Positif
567,567,transfer sangat saldo ribet ngecek fiturnya buat bantu bank baik atm aplikasi,1.0,5.0,Positif
568,568,transaksi mudah lebih jadi,1.0,5.0,Positif
569,569,good,1.0,5.0,Positif
571,571,transaksi perban mudah,1.0,5.0,Positif
572,572,transfer transaksi sekali sangat mudah cepat bantu bank,1.0,5.0,Positif
573,573,mantap,1.0,5.0,Positif
575,575,sangat bantu,1.0,5.0,Positif
578,578,transaksi sumsel sangat mobile fitur banyak bantu bank babel ada,1.0,5.0,Positif
581,581,transaksi sumsel sukses selalu sangat mudah mobile banking bank babel ada,1.0,5.0,Positif
582,582,transaksi tingkat mudah luar good dlm bsb biasa aman,1.0,5.0,Positif
584,584,transaksi terima sumselbabel sangat mobile kasih bantu banking bank,1.0,5.0,Positif
585,585,transaksi sangat bantu,1.0,5.0,Positif
588,588,good apps,1.0,5.0,Positif
592,592,sangat bantu,1.0,5.0,Positif
593,593,sangat bantu aplikasi,1.0,5.0,Positif
594,594,mantap jaya,1.0,5.0,Positif
596,596,sangat bantu aplikasi,1.0,5.0,Positif
599,599,transaksi terimakasih sumsel sekali sangat mudah mobile kapan guna bantu banking bank babel,1.0,5.0,Positif
600,600,transaksi sangat mudah mobile fitur bsb bantu,1.0,5.0,Positif
601,601,transaksi simple paham mudah,1.0,5.0,Positif
602,602,transaksi sangat perban laku bantu aplikasi,1.0,5.0,Positif
603,603,transaksi sangat online bantu,1.0,5.0,Positif
604,604,transaksi sangat perban bantu,1.0,5.0,Positif
606,606,transaksi sumsel mudah mobile lebih guna banking bank babel,1.0,5.0,Positif
608,608,transaksi tingkat sangat mobile mbangking laku kembang guna,1.0,5.0,Positif
609,609,transaksi sangat riwayat perban mudah bantu,1.0,5.0,Positif
610,610,transaksi sumsel sangat kapan bantu bank baik babel aplikasi,1.0,5.0,Positif
611,611,sedia sangat mudah guna bayar bagus bagai aplikasi,1.0,5.0,Positif
615,615,mudah bayar,1.0,5.0,Positif
616,616,transaksi sangat perban laku bantu,1.0,5.0,Positif
617,617,sangat praktis bantu,1.0,5.0,Positif
618,618,transaksi simple semua sangat ribet perlu mudah manfaat guna fiturnya bantu atm aplikasi alam,1.0,5.0,Positif
619,619,transaksi perban bantu aplikasi,1.0,5.0,Positif
620,620,transaksi sangat manfaat lancar,1.0,5.0,Positif
623,623,sangat manfaat,1.0,5.0,Positif
625,625,transaksi sangat manfaat bagus,1.0,5.0,Positif
626,626,transaksi sangat manfaat,1.0,5.0,Positif
628,628,transaksi sangat good dlm bantu,1.0,5.0,Positif
629,629,tabung sekali sangat rekening lancar bantu bagus aplikasi,1.0,5.0,Positif
630,630,transaksi mudah hari,1.0,5.0,Positif
632,632,transaksi sangat perban mudah bantu aplikasi,1.0,5.0,Positif
635,635,transaksi sangat mudah keren kapan bantu aplikasi,1.0,5.0,Positif
637,637,mantap,1.0,5.0,Positif
638,638,transaksi terus sangat online maju bsb bantu bank atm,1.0,5.0,Positif
639,639,terima sangat percaya mobile manfaat kasih bsb,1.0,5.0,Positif
641,641,sekali bantu,1.0,5.0,Positif
642,642,sangat perban mudah layan laku bantu aplikasi,1.0,5.0,Positif
644,644,good,1.0,5.0,Positif
647,647,sangat kembang dukung,1.0,5.0,Positif
648,648,sangat lengkap fiturnya bantu,1.0,5.0,Positif
652,652,transaksi sangat muda bantu,1.0,5.0,Positif
653,653,transaksi sangat praktis mudah mobile bsb beri,1.0,5.0,Positif
654,654,uang transaksi tingkat terus mudah mana kualitas kapan cukup bantu aplikasi ak,1.0,5.0,Positif
656,656,transaksi semenjak mudah mobile lebih jadi bsb,1.0,5.0,Positif
659,659,transaksi sangat bantu aplikasi,1.0,5.0,Positif
660,660,transaksi top sekali sangat qris pakai mudah malam lebih laku krn hari dengan bayar bantu banget,1.0,5.0,Positif
661,661,transaksi sangat bantu,1.0,5.0,Positif
664,664,transaksi sangat mudah lancar,1.0,5.0,Positif
666,666,sangat mudah bantu,1.0,5.0,Positif
668,668,sangat mudah mobile bsb bantu,1.0,5.0,Positif
669,669,transaksi sangat mudah mana kapan guna aplikasi,1.0,5.0,Positif
670,670,transaksi sumsel sangat rumah mobile memang laku bsb bantu bank babel,1.0,5.0,Positif
672,672,yang transaksi sangat mudah bantu aplikasi,1.0,5.0,Positif
673,673,transaksi mudah lebih jd cepat,1.0,5.0,Positif
674,674,sangat bantu,1.0,5.0,Positif
675,675,mantap,1.0,5.0,Positif
676,676,transaksi sudah sangat mudah lengkap laku jd guna gampang fitur aplikasi,1.0,5.0,Positif
678,678,manfaat bantu,1.0,5.0,Positif
679,679,sangat bantu aplikasi,1.0,5.0,Positif
680,680,sangat pacak bsb bantu,1.0,5.0,Positif
681,681,waktu transaksi sumsel sesuai satu paham nasabah mudah mobile lebih habis fitur era digital dannyaman cukup canggih butuh bata banyak banking bank babel aman ada,1.0,5.0,Positif
682,682,transaksi sangat mudah jam guna,1.0,5.0,Positif
684,684,sangat mudah guna bantu,1.0,5.0,Positif
685,685,sangat mudah guna bantu,1.0,5.0,Positif
686,686,yang transaksi sangat daerah bantu ada,1.0,5.0,Positif
689,689,sangat mudah guna bantu aplikasi,1.0,5.0,Positif
692,692,sangat mudah dukung aplikasi,1.0,5.0,Positif
693,693,sangat bantu,1.0,5.0,Positif
697,697,transaksi simple sangat perban nya mudah manfaat lebih jadi guna fitur,1.0,5.0,Positif
699,699,mantap,1.0,5.0,Positif
700,700,sangat muas bsb,1.0,5.0,Positif
701,701,transaksi sumsel sangat muas banking bank babel,1.0,5.0,Positif
705,705,transfer sangat perlu nasabah mudah bantu bank aplikasi antri,1.0,5.0,Positif
707,707,transaksi sangat mobile hari dukung bantu banking aplikasi,1.0,5.0,Positif
708,708,transaksi sangat bantu,1.0,5.0,Positif
710,710,sangat mudah guna bantu,1.0,5.0,Positif
711,711,mudah kapan,1.0,5.0,Positif
712,712,muas layan bagus,1.0,5.0,Positif
713,713,sangat bantu,1.0,5.0,Positif
714,714,sangat org mudah guna,1.0,5.0,Positif
717,717,transaksi sangat mudah bantu aplikasi,1.0,5.0,Positif
718,718,transaksi mudah lebih bantu aplikasi aman,1.0,5.0,Positif
719,719,sumsel sangat mudah lot guna banking bank babel,1.0,5.0,Positif
720,720,transaksi mudah banget,1.0,5.0,Positif
722,722,untuk transaksi sumsel sekali sangat pergi jg guna bsb bantu bank babel aplikasi,1.0,5.0,Positif
723,723,transaksi sangat mudah hari beri bantu aplikasi,1.0,5.0,Positif
728,728,transaksi semua sangat bantu,1.0,5.0,Positif
729,729,transaksi segala sangat mudah bagus,1.0,5.0,Positif
739,739,sangat bantu,1.0,5.0,Positif
748,748,good,1.0,5.0,Positif
774,774,bagus,1.0,5.0,Positif
779,779,transaksi sumsel mudah lebih bsb babel alhamdulillah,1.0,5.0,Positif
793,793,transaksi terimakasih laku cukup bantu,1.0,5.0,Positif
798,798,sangat muas,1.0,5.0,Positif
814,814,layan bagus,1.0,4.0,Netral
822,822,bagus,1.0,4.0,Netral
828,828,transaksi praktis cepat,1.0,5.0,Positif
829,829,transaksi sangat mudah,1.0,5.0,Positif
830,830,good,1.0,5.0,Positif
833,833,transaksi token sangat listrik kalau beli baik alam,1.0,5.0,Positif
843,843,good,1.0,5.0,Positif
844,844,transfer transaksi mudah,1.0,5.0,Positif
890,890,transaksi sangat perlu bank aman,1.0,5.0,Positif
891,891,sangat bantu atm,1.0,5.0,Positif
896,896,sangat bantu,1.0,5.0,Positif
903,903,sangat buruk,1.0,1.0,Negatif
904,904,sangat bantu,1.0,5.0,Positif
935,935,sering sangat layan jauh harap beri baca,1.0,1.0,Negatif
1065,1065,mantap,1.0,5.0,Positif
1109,1109,transfer mantap mahal,1.0,4.0,Netral
1116,1116,mantap,1.0,5.0,Positif
1129,1129,sangat bantu,1.0,5.0,Positif
1157,1157,mantap,1.0,5.0,Positif
1164,1164,mantap,1.0,5.0,Positif
1176,1176,mudah guna,1.0,4.0,Netral
1202,1202,sangat mudah,1.0,1.0,Negatif
1205,1205,untuk transaksi terima sumselbabel sumsel sekali sangat mudah mbanking kasih bantu bank,1.0,5.0,Positif
1234,1234,transaksi sangat praktis lalu bantu,1.0,5.0,Positif
1252,1252,sangat bantu,1.0,5.0,Positif
1267,1267,mantap,1.0,4.0,Netral
1296,1296,sangat bantu,1.0,5.0,Positif
1306,1306,mantap,1.0,5.0,Positif
1313,1313,good,1.0,5.0,Positif
1321,1321,sangat bantu,1.0,5.0,Positif
1336,1336,tuh tinggal tarik tampil sekali sangat sama respon menu login lambat jelek cara buka bank bagus aplikasi,1.0,1.0,Negatif
1337,1337,bagus,1.0,5.0,Positif
1346,1346,mantap,1.0,5.0,Positif
1351,1351,sangat puas,1.0,5.0,Positif
1375,1375,transaksi sangat ribet lebih kali gagal coba buat biar bbrp bagus aplikasi,1.0,1.0,Negatif
1376,1376,sangat bagus,1.0,5.0,Positif
1384,1384,mantap,1.0,5.0,Positif
1388,1388,sangat kecewa gak eror abis,1.0,1.0,Negatif
1389,1389,mantap keren bsb abis,1.0,5.0,Positif
1402,1402,sekali bantu,1.0,5.0,Positif
1411,1411,sangat,1.0,5.0,Positif
1439,1439,sangat best bantu aplikasi,1.0,5.0,Positif
1443,1443,sangat manfaat,1.0,5.0,Positif
1447,1447,mantap,1.0,5.0,Positif
1448,1448,wallet transaksi top sedikit sangat kurang fitur bank,1.0,4.0,Netral
1455,1455,good,1.0,4.0,Netral
1456,1456,mantap,1.0,5.0,Positif
1458,1458,sangat bantu,1.0,4.0,Netral
1462,1462,bagus,1.0,5.0,Positif
1466,1466,sekali mudah,1.0,5.0,Positif
1468,1468,sangat bantu,1.0,5.0,Positif
1471,1471,terus sayang sangat praktis memang diupdate bantu aplikasi,1.0,4.0,Netral
1477,1477,mantap,1.0,5.0,Positif
1480,1480,mudah ak,1.0,5.0,Positif
1484,1484,mantap biasa,1.0,5.0,Positif
1485,1485,mudah guna,1.0,5.0,Positif
1490,1490,transaksi sekali sangat bantu,1.0,5.0,Positif
1493,1493,good,1.0,5.0,Positif
1494,1494,sangat bantu,1.0,5.0,Positif
1496,1496,transaksi sumsel sangat guna bsb bantu aplikasi,1.0,4.0,Netral
1498,1498,transaksi mudah lebih jadi cepat,1.0,5.0,Positif
1500,1500,bagus,1.0,5.0,Positif
1501,1501,tak semua selesai sangat rumah perlu ngantri mau cukup bayar bantu bank aplikasi,1.0,5.0,Positif
1503,1503,bagus,1.0,5.0,Positif
1507,1507,sangat cepat bantu,1.0,5.0,Positif
1510,1510,mantap,1.0,5.0,Positif
1515,1515,mudah guna,1.0,5.0,Positif
1517,1517,sangat bantu,1.0,5.0,Positif
1519,1519,mantap,1.0,5.0,Positif
1521,1521,cukup bantu,1.0,5.0,Positif
1522,1522,transaksi sangat online nasabah bantu,1.0,5.0,Positif
1524,1524,untuk tahu sangat saldo mudah mobile mbangking lebih la ada,1.0,5.0,Positif
1534,1534,yang transaksi tidak mudah lain keren kalah dengan bantu bank aplikasi,1.0,5.0,Positif
1535,1535,bagus,1.0,5.0,Positif
1537,1537,uang transaksi sangat notifikasi mudah masuk bantu,1.0,5.0,Positif
1546,1546,transaksi mantap lebih fitur depan banyak aplikasi,1.0,5.0,Positif
1549,1549,mudah cepat,1.0,5.0,Positif
1551,1551,sangat bantu,1.0,5.0,Positif
1554,1554,maju bagus,1.0,5.0,Positif
1566,1566,bagus,1.0,5.0,Positif
1569,1569,bagus,1.0,5.0,Positif
1570,1570,sangat muas,1.0,5.0,Positif
1572,1572,mantap,1.0,5.0,Positif
1575,1575,terlalu sangat ribet kualitas,1.0,1.0,Negatif
1576,1576,mantap,1.0,5.0,Positif
1577,1577,good cepat banget,1.0,5.0,Positif
1582,1582,mantap,1.0,5.0,Positif
1593,1593,tingkat praktis mudah lgi lebih bagus,1.0,4.0,Netral
1602,1602,sangat kan ini bantu akun,1.0,1.0,Negatif
1603,1603,sangat muas layan,1.0,5.0,Positif
1606,1606,sangat bantu,1.0,5.0,Positif
1611,1611,mudah,1.0,5.0,Positif
1612,1612,sangat bantu,1.0,5.0,Positif
1623,1623,transaksi sangat bantu,1.0,5.0,Positif
1627,1627,bagus,1.0,5.0,Positif
1634,1634,sangat bantu,1.0,5.0,Positif
1635,1635,mantap,1.0,5.0,Positif
1638,1638,segala kerja cepat bantu,1.0,5.0,Positif
1640,1640,mantap,1.0,5.0,Positif
1644,1644,sangat muas,1.0,5.0,Positif
1645,1645,transaksi mudah lebih,1.0,5.0,Positif
1647,1647,sangat bantu,1.0,5.0,Positif
1654,1654,sangat bantu,1.0,5.0,Positif
1655,1655,sekali sangat bantu,1.0,5.0,Positif
1656,1656,sekali bagus,1.0,5.0,Positif
1662,1662,good app,1.0,5.0,Positif
1663,1663,sangat bantu,1.0,5.0,Positif
1666,1666,yang transaksi tidak keluar good bantu alhamdulillah,1.0,5.0,Positif
1667,1667,uang transaksi tau sangat puas masuk keluar karna bagus,1.0,5.0,Positif
1669,1669,mantap,1.0,5.0,Positif
1671,1671,sangat bantu,1.0,5.0,Positif
1672,1672,bagus,1.0,5.0,Positif
1673,1673,sangat muas layan,1.0,5.0,Positif
1674,1674,transaksi sangat bantu,1.0,4.0,Netral
1675,1675,bantu,1.0,5.0,Positif
1676,1676,mantap,1.0,5.0,Positif
1695,1695,sangat bagus aplikasi,1.0,5.0,Positif
1699,1699,sangat bantu,1.0,5.0,Positif
1703,1703,sangat mantap bantu,1.0,5.0,Positif
1717,1717,mobile good banking,1.0,5.0,Positif
1736,1736,mantap,1.0,5.0,Positif
1740,1740,good,1.0,5.0,Positif
1744,1744,mantap,1.0,5.0,Positif
1751,1751,terimakasih sangat bantu,1.0,4.0,Netral
1754,1754,saat butuh bantu,1.0,4.0,Netral
1755,1755,sangat manfaat,1.0,4.0,Netral
1763,1763,sangat bantu,1.0,5.0,Positif
1765,1765,sekali mantap,1.0,5.0,Positif
1769,1769,mudah,1.0,5.0,Positif
1770,1770,sangat bagus,1.0,5.0,Positif
1773,1773,mantap ini,1.0,5.0,Positif
1778,1778,bagus,1.0,5.0,Positif
1781,1781,utama good aman,1.0,5.0,Positif
1782,1782,sangat bantu,1.0,5.0,Positif
1788,1788,good,1.0,5.0,Positif
1791,1791,bagus,1.0,5.0,Positif
1797,1797,sangat mudah,1.0,5.0,Positif
1802,1802,good,1.0,5.0,Positif
1804,1804,senang sangat guna,1.0,5.0,Positif
1815,1815,mantap,1.0,5.0,Positif
1839,1839,bagus,1.0,5.0,Positif
1857,1857,sangat bantu,1.0,5.0,Positif
1859,1859,sangat bantu,1.0,5.0,Positif
1860,1860,mantap,1.0,5.0,Positif
1870,1870,bagus,1.0,5.0,Positif
1886,1886,mantap,1.0,1.0,Negatif
1897,1897,good,1.0,5.0,Positif
1904,1904,mudah kalau jelek hapus bagus,1.0,2.0,Negatif
1905,1905,transaksi terima sumselbabel sangat perlu otp mobile layan lambat kode hari bank,1.0,1.0,Negatif
1915,1915,sangat bantu,1.0,5.0,Positif
1936,1936,mantap,1.0,5.0,Positif
1939,1939,terima sangat nama kasih bantu atas aplikasi,1.0,5.0,Positif
1943,1943,mudah lancar aman,1.0,5.0,Positif
1945,1945,good,1.0,5.0,Positif
1949,1949,sy sekali bantu,1.0,5.0,Positif
1954,1954,mantap,1.0,5.0,Positif
1955,1955,sangat bantu,1.0,5.0,Positif
1957,1957,transaksi sumselbabel sangat mobile dlm dengan bantu bank ada,1.0,5.0,Positif
1959,1959,sangat bantu,1.0,5.0,Positif
1962,1962,sekali bantu,1.0,5.0,Positif
1964,1964,mantap,1.0,5.0,Positif
1967,1967,yang sangat langsung jadi bintang bantu aplikasi,1.0,5.0,Positif
1968,1968,transaksi rumah mudah jauh atm,1.0,5.0,Positif
1969,1969,sangat informasi beri bantu apa,1.0,4.0,Netral
1970,1970,sangat mudah bagus,1.0,5.0,Positif
1971,1971,mantap,1.0,5.0,Positif
1972,1972,bantu,1.0,5.0,Positif
1973,1973,sangat bagus,1.0,5.0,Positif
1986,1986,sangat bantu bagus aplikasi,1.0,5.0,Positif
1987,1987,mantap,1.0,5.0,Positif
1989,1989,bagus,1.0,5.0,Positif
2011,2011,mantap,1.0,5.0,Positif
2023,2023,mantap,1.0,5.0,Positif
2031,2031,mantap banget,1.0,5.0,Positif
2034,2034,good,1.0,5.0,Positif
2037,2037,mantap,1.0,5.0,Positif
2043,2043,bagus,1.0,3.0,Netral
2057,2057,good,1.0,5.0,Positif
2073,2073,nian bagus,1.0,1.0,Negatif
2101,2101,mudah bayar,1.0,2.0,Negatif
2108,2108,sekali mantap bagus aplikasi,1.0,5.0,Positif
2109,2109,bagus,1.0,5.0,Positif
2114,2114,transaksi sangat laku bantu,1.0,5.0,Positif
2116,2116,sangat perlu laku bantu baik bagus app,1.0,5.0,Positif
2120,2120,good,1.0,5.0,Positif
2122,2122,mantap,1.0,4.0,Netral
2124,2124,transaksi sangat bantu,1.0,5.0,Positif
2125,2125,transaksi mudah mana ada,1.0,5.0,Positif
2127,2127,sangat bantu,1.0,5.0,Positif
2130,2130,good app,1.0,5.0,Positif
2139,2139,transaksi sumselbabel sangat mudah makasih lebih bantu bank,1.0,5.0,Positif
2142,2142,sangat bantu,1.0,5.0,Positif
2152,2152,bantu bagus,1.0,4.0,Netral
2159,2159,mantap,1.0,5.0,Positif
2163,2163,bantu,1.0,5.0,Positif
2166,2166,token sangat mudah guna beli,1.0,5.0,Positif
